"matchDay","nameHomeClub","nameHomeClubShort","nameAwayClub","nameAwayClubShort","date","shortDate","status","goalsHomeClub","goalsAwayClub"
"26","SC Freiburg","SCF","SV Werder Bremen","BRE","Sa, 01. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"26","Hamburger SV","HSV","1. FC Köln","KOE","Sa, 01. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"26","Hertha BSC","BSC","TSG 1899 Hoffenheim","HOF","Sa, 01. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"26","FC Ingolstadt 04","FCI","1. FSV Mainz 05","M05","Sa, 01. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"26","Red Bull Leipzig","RBL","SV Darmstadt 98","DAR","Sa, 01. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"26","FC Schalke 04","S04","Borussia Dortmund","BVB","Sa, 01. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"27","FC Augsburg","FCA","FC Ingolstadt 04","FCI","Mi, 05. April 2017 - 20:00","Mi 20:00","SCHEDULED","-","-"
"27","Borussia Dortmund","BVB","Hamburger SV","HSV","Mi, 05. April 2017 - 20:00","Mi 20:00","SCHEDULED","-","-"
"27","Borussia Mönchengladbach","BMG","Hertha BSC","BSC","Mi, 05. April 2017 - 20:00","Mi 20:00","SCHEDULED","-","-"
"27","SV Darmstadt 98","DAR","Bayer 04 Leverkusen","LEV","Mi, 05. April 2017 - 20:00","Mi 20:00","SCHEDULED","-","-"
"27","TSG 1899 Hoffenheim","HOF","FC Bayern München","FCB","Mi, 05. April 2017 - 20:00","Mi 20:00","SCHEDULED","-","-"
"27","1. FC Köln","KOE","Eintracht Frankfurt","SGE","Mi, 05. April 2017 - 20:00","Mi 20:00","SCHEDULED","-","-"
"27","1. FSV Mainz 05","M05","Red Bull Leipzig","RBL","Mi, 05. April 2017 - 20:00","Mi 20:00","SCHEDULED","-","-"
"27","SV Werder Bremen","BRE","FC Schalke 04","S04","Mi, 05. April 2017 - 20:00","Mi 20:00","SCHEDULED","-","-"
"27","VfL Wolfsburg","WOB","SC Freiburg","SCF","Mi, 05. April 2017 - 20:00","Mi 20:00","SCHEDULED","-","-"
"28","FC Bayern München","FCB","Borussia Dortmund","BVB","Sa, 08. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"28","Eintracht Frankfurt","SGE","SV Werder Bremen","BRE","Sa, 08. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"28","SC Freiburg","SCF","1. FSV Mainz 05","M05","Sa, 08. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"28","Hertha BSC","BSC","FC Augsburg","FCA","Sa, 08. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"28","FC Ingolstadt 04","FCI","SV Darmstadt 98","DAR","Sa, 08. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"28","Hamburger SV","HSV","TSG 1899 Hoffenheim","HOF","Sa, 08. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"28","1. FC Köln","KOE","Borussia Mönchengladbach","BMG","Sa, 08. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"28","Red Bull Leipzig","RBL","Bayer 04 Leverkusen","LEV","Sa, 08. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"28","FC Schalke 04","S04","VfL Wolfsburg","WOB","Sa, 08. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"29","FC Augsburg","FCA","1. FC Köln","KOE","Sa, 15. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"29","Bayer 04 Leverkusen","LEV","FC Bayern München","FCB","Sa, 15. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"29","Borussia Dortmund","BVB","Eintracht Frankfurt","SGE","Sa, 15. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"29","SV Darmstadt 98","DAR","FC Schalke 04","S04","Sa, 15. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"29","TSG 1899 Hoffenheim","HOF","Borussia Mönchengladbach","BMG","Sa, 15. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"29","1. FSV Mainz 05","M05","Hertha BSC","BSC","Sa, 15. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"29","Red Bull Leipzig","RBL","SC Freiburg","SCF","Sa, 15. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"29","SV Werder Bremen","BRE","Hamburger SV","HSV","Sa, 15. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"29","VfL Wolfsburg","WOB","FC Ingolstadt 04","FCI","Sa, 15. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"30","FC Bayern München","FCB","1. FSV Mainz 05","M05","Sa, 22. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"30","Borussia Mönchengladbach","BMG","Borussia Dortmund","BVB","Sa, 22. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"30","Eintracht Frankfurt","SGE","FC Augsburg","FCA","Sa, 22. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"30","SC Freiburg","SCF","Bayer 04 Leverkusen","LEV","Sa, 22. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"30","Hamburger SV","HSV","SV Darmstadt 98","DAR","Sa, 22. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"30","Hertha BSC","BSC","VfL Wolfsburg","WOB","Sa, 22. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"30","FC Ingolstadt 04","FCI","SV Werder Bremen","BRE","Sa, 22. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"30","1. FC Köln","KOE","TSG 1899 Hoffenheim","HOF","Sa, 22. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"30","FC Schalke 04","S04","Red Bull Leipzig","RBL","Sa, 22. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"31","FC Augsburg","FCA","Hamburger SV","HSV","Sa, 29. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"31","Bayer 04 Leverkusen","LEV","FC Schalke 04","S04","Sa, 29. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"31","Borussia Dortmund","BVB","1. FC Köln","KOE","Sa, 29. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"31","SV Darmstadt 98","DAR","SC Freiburg","SCF","Sa, 29. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"31","TSG 1899 Hoffenheim","HOF","Eintracht Frankfurt","SGE","Sa, 29. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"31","1. FSV Mainz 05","M05","Borussia Mönchengladbach","BMG","Sa, 29. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"31","Red Bull Leipzig","RBL","FC Ingolstadt 04","FCI","Sa, 29. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"31","SV Werder Bremen","BRE","Hertha BSC","BSC","Sa, 29. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"31","VfL Wolfsburg","WOB","FC Bayern München","FCB","Sa, 29. April 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"32","Borussia Dortmund","BVB","TSG 1899 Hoffenheim","HOF","Sa, 06. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"32","FC Bayern München","FCB","SV Darmstadt 98","DAR","Sa, 06. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"32","Borussia Mönchengladbach","BMG","FC Augsburg","FCA","Sa, 06. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"32","Eintracht Frankfurt","SGE","VfL Wolfsburg","WOB","Sa, 06. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"32","SC Freiburg","SCF","FC Schalke 04","S04","Sa, 06. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"32","Hamburger SV","HSV","1. FSV Mainz 05","M05","Sa, 06. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"32","Hertha BSC","BSC","Red Bull Leipzig","RBL","Sa, 06. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"32","FC Ingolstadt 04","FCI","Bayer 04 Leverkusen","LEV","Sa, 06. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"32","1. FC Köln","KOE","SV Werder Bremen","BRE","Sa, 06. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"33","Red Bull Leipzig","RBL","FC Bayern München","FCB","Sa, 13. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"33","FC Augsburg","FCA","Borussia Dortmund","BVB","Sa, 13. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"33","Bayer 04 Leverkusen","LEV","1. FC Köln","KOE","Sa, 13. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"33","SV Darmstadt 98","DAR","Hertha BSC","BSC","Sa, 13. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"33","SC Freiburg","SCF","FC Ingolstadt 04","FCI","Sa, 13. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"33","1. FSV Mainz 05","M05","Eintracht Frankfurt","SGE","Sa, 13. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"33","FC Schalke 04","S04","Hamburger SV","HSV","Sa, 13. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"33","SV Werder Bremen","BRE","TSG 1899 Hoffenheim","HOF","Sa, 13. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"33","VfL Wolfsburg","WOB","Borussia Mönchengladbach","BMG","Sa, 13. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"34","Borussia Dortmund","BVB","SV Werder Bremen","BRE","Sa, 20. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"34","Borussia Mönchengladbach","BMG","SV Darmstadt 98","DAR","Sa, 20. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"34","Eintracht Frankfurt","SGE","Red Bull Leipzig","RBL","Sa, 20. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"34","Hamburger SV","HSV","VfL Wolfsburg","WOB","Sa, 20. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"34","Hertha BSC","BSC","Bayer 04 Leverkusen","LEV","Sa, 20. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"34","TSG 1899 Hoffenheim","HOF","FC Augsburg","FCA","Sa, 20. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"34","FC Bayern München","FCB","SC Freiburg","SCF","Sa, 20. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"34","1. FC Köln","KOE","1. FSV Mainz 05","M05","Sa, 20. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
"34","FC Ingolstadt 04","FCI","FC Schalke 04","S04","Sa, 20. Mai 2017 - 15:30","Sa 15:30","SCHEDULED","-","-"
